id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
35335265,7728,Great Short Shorts,,9783125773417,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,11,17,eng,Klett,false,56701185,1,8,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,1,"['704', '15450', '3181', '455704', '245966', '295289', '16926448', '16926449', '7728', '45712', '25874', '16839', '16926450', '16926451']","['Pearl S. Buck', 'Virginia Lee Burton', 'Morley Callaghan', 'Andrew Garve', 'Ernest Haycox', 'Richard Hughes', 'May C. Jenkins', 'MacKinlay Kanto', 'Doris Lessing', 'Katherine Mansfield', ""John O'Connor"", 'James Thurber', 'Otto Möllinger', 'Margaret v. Ziegésar']","['3.98', '4.21', '3.62', '3.68', '3.66', '3.78', '3.00', '3.00', '3.65', '3.78', '3.80', '3.95', '3.00', '3.00']",[],[],[],B. Virginia Lee: Cards Don't Lie<br />MacKinlay Kantor: A Man Who Had No Eyes<br />Morley Callaghan: Lunch Counter<br />John O'Connor: Neilly and the Fir Tree<br />Pearl S. Buck: The Refugee<br />Andrew Garve: The Man Who Wasn't Scared<br />James Thurber: The Curb in the Sky<br />Doris Lessing: Flight<br />Richard Hughes: The Ghost<br />May C. Jenkins: I Can Play 'Schools'<br />Katherine Mansfield: The Singing Lesson<br />Ernest Haycox: A Question of Blood
43019873,7728,الفهد جورج,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543574399l/43019873._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543574399l/43019873._SY75_.jpg,2004,10,,,الهيئة العامة لقصور الثقافة,false,66842300,1,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['7728', '18661474']","['Doris Lessing', 'عنان الشهاوي']","['3.65', '3.00']",[],[],[],
25770006,7728,The Storytellers Two,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434930185l/25770006._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434930185l/25770006._SX50_.jpg,1971,,,eng,Schofield & Sims Ltd.,false,45617762,1,6,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1971,1,1,3.00,1,0,"['1063989', '539545', '7728', '6076026', '19879', '8255818', '1240', '41121', '8993', '25249', '1630', '18791', '585', '226647']","['Roger Mansfield', 'Bill Naughton', 'Doris Lessing', 'Saki', 'Stephen Crane', 'Judith  Wright', 'Jack London', 'Alan Sillitoe', 'O. Henry', 'Angus Wilson', 'Ray Bradbury', 'Guy de Maupassant', 'John Steinbeck', 'Brian Lee']","['3.91', '3.62', '3.65', '3.94', '3.41', '3.33', '3.96', '3.79', '4.08', '4.29', '4.01', '3.86', '3.93', '3.93']",[],[],[],
33826334,7728,Unter der Haut: Autobiographie,3455043909,9783455043907,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,54750040,1,5,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['7728'],['Doris Lessing'],['3.65'],['983248'],['Karen Nölle-Fischer'],['3.50'],
11521521,7728,Images of English Identity 1800 - 1960,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,,,eng,Universitas,false,16458584,1,29,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,1998,,,2.00,1,0,"['2067134', '4896117', '29951', '239579', '94528', '57651', '47030', '173', '53451', '13638502', '24391', '13453', '12222', '339215', '5992711', '4898146', '244491', '274668', '1058676', '15905', '718319', '5217', '3359451', '345138', '6989', '1681279', '4025', '7014283', '14033', '13007', '86404', '17623', '6765', '4345', '546009', '289438', '18736364', '1351817', '3706', '11315', '84076', '233593', '304341', '371393', '64845', '7728', '11525', '45882', '52629', '411655']","['Krystyna Stamirowska', 'Andrzej Branny', 'Thomas Carlyle', 'Charles Dickens', 'Samuel Smiles', 'John Stuart Mill', 'Benjamin Disraeli', 'George Eliot', 'Matthew Arnold', 'Alfred Tennyson', 'Robert Browning', 'William Blake', 'George Meredith', 'John Robert Seeley', 'Robert Smith Surtees', 'George Borrow', 'Thomas Hughes', 'W.S. Gilbert', 'Joseph Chamberlain', 'Thomas Hardy', 'William Ernest Henley', 'George Bernard Shaw', 'Felicia Hemans', 'Henry Newbolt', 'Rudyard Kipling', 'Stanley Baldwin', 'Hilaire Belloc', 'G.K. Chesterton', 'Winston S. Churchill', 'Edwin Muir', 'E.M. Forster', 'D.H. Lawrence', 'Virginia Woolf', 'Walter Scott', 'Rupert Brooke', 'Hugh MacDiarmid', 'J.B. Priestley', 'Oswald Mosley', 'George Orwell', 'Evelyn Waugh', 'John Betjeman', 'W.H. Auden', 'Louis MacNeice', 'Richard Hoggart', 'William Wordsworth', 'Doris Lessing', 'Samuel Taylor Coleridge', 'Percy Bysshe Shelley', 'William Hazlitt', 'James Mackintosh']","['2.00', '2.00', '3.68', '3.89', '3.97', '3.90', '3.37', '3.84', '3.75', '4.08', '3.98', '4.17', '3.75', '3.66', '3.81', '3.72', '3.42', '3.94', '2.60', '3.84', '4.29', '3.91', '3.68', '3.71', '3.93', '3.86', '3.99', '3.97', '4.28', '4.01', '3.88', '3.59', '3.88', '3.74', '4.01', '3.90', '3.81', '3.79', '4.07', '3.93', '4.02', '4.17', '4.12', '3.90', '4.00', '3.65', '3.96', '4.01', '3.91', '3.86']",[],[],[],
22821030,7728,Mrs. Fortescue,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,42373084,1,5,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
51805526,7728,Una comunità perduta (Fanucci Narrativa),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,71656081,1,4,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
23550681,7728,Witness,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,43150513,1,6,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,,,,1.00,1,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
25111872,7728,Il quadro,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,Feltrinelli,true,44805734,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2014,11,17,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],['3093140'],['Grazia Gatti'],['3.70'],"Si può affermare con una certa sicurezza che la famiglia diretta in Sudafrica, o di qualsiasi altro paese, ha in mente l’immagine di una bella casa, di un appartamento, magari con un pezzetto di giardino. Sembra che coloni e avventurieri salpassero alla volta di una nuova vita. Oggi tutto quello che vogliono è un tetto sopra la testa. E Marina Giles non fa eccezione: ha una precisa idea di casa dei suoi sogni, e nulla potrà impedirle di ottenerla. Non l’affittuaria dell’appartamento temporaneo, né il terribile desiderio di aiutare il suo cameriere a servizio. O di liberarsi del massiccio quadro che raffigura buoi al pascolo e che spicca nel salone di casa.<br />Tratto da “L’altra donna”, pubblicato da Feltrinelli. Numero di caratteri: 137.027"
51804131,7728,Ein Kind der Liebe,3455043860,9783455043860,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71755776,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
46145351,7728,Debaixo da Minha Pele (Em Portuguese do Brasil),857164683X,9788571646834,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71094027,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
48895709,7728,In Pursuit of the English,0445083700,9780445083707,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,74288654,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
45897798,7728,Made in England,,9788426420237,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,70739486,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
43321615,7728,Werkausgabe 6. Die viertorige Stadt,3455400647,9783455400649,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,67234336,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
29096873,7728,Via dall'altopiano,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,Feltrinelli,true,49333285,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],['4561328'],['Vincenzo Mantovani'],['3.81'],"Molly Slatter è sempre cortese con tutti, affabile anche con chi non lo meriterebbe, sorridente in ogni occasione. Anche di fronte agli strepiti violenti del marito. “Il signor Slatter non conosce la sua forza” è il suo mantra, la cecità di fronte agli abusi e ai tradimenti del marito la sua caratteristica principale. Ciò nonostante un solo peccato, per quanto piccolo e fugace, potrebbe costarle la stima di tutta la comunità dell'altopiano.<br /><br />Tratto da “L’abitudine di amare”, pubblicato da Feltrinelli. Numero di caratteri: 41.126"
50905015,7728,The Black Madonna and Other Stories.,3125372100,9783125372108,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,75790119,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
41032534,7728,L'histoire du General Dann,2290077038,9782290077030,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,64047693,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
26460930,7728,Canopus em Argos - Arquivos - A Formação do Representante do Planeta 8,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,por,Europa-América,false,46461519,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
49007624,7728,Two Potters,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576137145l/49007624._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576137145l/49007624._SY75_.jpg,,,,eng,,false,74427475,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
12404338,7728,Le carnet d'or et autres romans,2253088609,9782253088608,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450118290l/12404338._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450118290l/12404338._SY75_.jpg,2011,4,20,,Livre de Poche,false,17385823,1,10,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,1,4,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
43663517,7728,Nebenerträge eines ehrbaren Berufs.,3423107960,9783423107969,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,67934307,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
43882240,7728,Un Paseo Por La Sombra/ Walking In The Shade 1949 to 1962,8483467283,9788483467282,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,68274020,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
20665529,7728,"Ecclesiastes Or, the Preacher",0857860941,9780857860941,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999,1,1,eng,Canongate Books,true,39963900,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1999,1,1,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],"Ancient tradition suggests that this world-weary lament is the work of Solomon in old age. Casting its eye over the transient nature of life, the book questions the striving for wisdom and the truth, choosing instead to espouse the value of living for the moment. The text is introduced by Doris Lessing."
43376229,7728,Planeetta 8: Edustajien oppiaika,9511080628,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545951089l/43376229._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545951089l/43376229._SY75_.jpg,1984,,,fin,Otava,false,67383035,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
52874485,7728,A Habit of Loving,0246110198,9780246110190,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,79115252,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
41707382,7728,Non renseigné,2744191566,9782744191565,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,65048816,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
22025412,7728,Die Höhe bekommt uns nicht,3423110317,9783423110310,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398849140l/22025412._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398849140l/22025412._SY75_.jpg,,,,ger,Klett-Cotta,false,41343723,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
33397182,7728,Persone civili,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,54147289,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],['3093140'],['Grazia Gatti'],['3.70'],
50057843,7728,den gyldne bog 2,8701191926,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,,,,Gyldendal,false,75041497,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
3111081,7728,Easy Readers - English - Level 4: The Black Madonna & Other Stories,0850486424,9780850486421,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,European Schoolbooks Limited,false,3142359,1,6,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
43321574,7728,Werkausgabe 5 Martha Quest,3455400639,9783455400632,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,67234262,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
52561986,7728,The Golden Notebook (Volume 2 of 2),893646471X,9788936464714,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585159374l/52561986._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585159374l/52561986._SX50_.jpg,2019,12,2,,Changbi,false,78202066,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],"Korean edition of The Golden Notebook: A Novel by Doris Lessing, recipient of the 2007 Nobel Prize in Literature. This special edition to celebrate the anniversary of her 100th birthday. In the story, Anna, a writer and a middle-aged single woman finally falls in love and decides combine her four notebooks into one Golden notebook/novel. This is Lessing's best-known novel and is relevant even today. Volume 2"
52561985,7728,The Golden Notebook (Volume 1 of 2),8936464701,9788936464707,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585158427l/52561985._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585158427l/52561985._SX50_.jpg,2019,12,2,,Changbi,false,78202065,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],"Korean edition of The Golden Notebook: A Novel by Doris Lessing, recipient of the 2007 Nobel Prize in Literature. This special edition to celebrate the anniversary of her 100th birthday. In the story, Anna, a writer and a middle-aged single woman finally falls in love and decides combine her four notebooks into one Golden notebook/novel. This is Lessing's best-known novel and is relevant even today. Volume 1"
35391621,7728,Il figlio dell'amore,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,56756944,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],['4668990'],['Francesco Francis'],['3.47'],
25006406,7728,Lessing's Fables,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,jpn,Zhe Jiang Publishing United Group,true,44677583,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,6,1,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],"《莱辛寓言》讲述了莱辛是个剧作家。他先后写了《萨拉·萨姆逊小姐》、《爱米丽雅·嘉洛蒂》、《米娜·封·巴恩海姆》以及《智者那旦》等剧作。他在这些剧作中猛烈地鞭挞暴虐的封建专制统治，热情地鼓吹了资产阶级人道主义的思想。这几个剧本有着深刻的思想内容和宝贵的艺术价值，成为世界戏剧中的珍品，直到今天仍不断被搬上舞台和银幕。<br />　　莱辛还写了《汉堡剧评》和《拉奥孔》等著名的美学著作，分别对戏剧的现实主义理论、对造型艺术与诗歌艺术的区别和界限做了精彩的阐述。今天，这两部书都已成为西欧古典文艺理论和美学的经典著作了。<br />　　此版本为简体中文版《莱辛寓言》。<br /><br />　　大家可以在amazon的kindle books频道中搜索""BookDna Famous Children's Literature""查看世界儿童名著系列中文kindle电子书。<br />　　也可以搜索""ZHE JIANG PUBLISHING UNITED GROUP""查看所有由浙江出版联合集团出版的中文电子书。"
20873037,7728,"Kattenkrabbels, Deel 2",,9789461010827,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392844731l/20873037._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392844731l/20873037._SX50_.jpg,2008,,,nl,"BBNC Uitgevers bv, Amersfoort",false,40211652,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1992,,,0.00,0,0,"['7728', '8076464', '13847']","['Doris Lessing', 'Jill Drower', 'Charles Baudelaire']","['3.65', '5.00', '4.21']",[],[],[],"Kattenkrabbels toont het onuitputtelijke vermogen van katten om het leven van de mens te verrijken. <br /><br />Uiteenlopende auteurs als Doris Lessing, Paul Gallico, Lewis Caroll, Charles Perrault en Charles Baudelaire laten zien dat de kat een speciale plaats inneemt in de literatuur en het leven."
48904614,7728,Die Kluft: Roman,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,74297793,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],['1024700'],['Barbara Christ'],['3.60'],
43456393,7728,Autobiografía (Estuche),8483467305,9788483467305,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,67566010,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
49124384,7728,Flight,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575813893l/49124384._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575813893l/49124384._SX50_.jpg,,,,eng,,false,74576311,1,5,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
48740899,7728,martha quest: volume one of children of violence,2245009401,9782245009406,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,74109098,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
41140600,7728,un homme et deux femmes,2264003537,9782264003539,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,64296339,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
50936444,7728,Doris Lessings Katzenbuch,3608983015,9783608983012,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72625292,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
7507463,7728,Shadows On The Wall Of The Cave: A Talk,0712303812,9780712303811,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,9693319,1,12,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['7728'],['Doris Lessing'],['3.65'],[],[],[],
