id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
41730848,306,Повелитель мух. Бог-скорпион,5170870531,9785170870530,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,АСТ,false,65110450,1,6,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,"['306', '7038224']","['William Golding', 'Уильям Голдинг']","['3.68', '3.95']",[],[],[],"Повелитель мух – один из величайших романов ХХ века, который стоит наравне с бессмертными произведениями Дж. Оруэлла и О. Хаксли.<br />История благовоспитанных мальчиков, внезапно оказавшихся на необитаемом острове. Философская притча о том, что может произойти с людьми, забывшими о любви и милосердии. Гротескная антиутопия, роман-предупреждение и, конечно, напоминание о хрупкости мира, в котором живем мы все.<br />Другую грань таланта писателя отражает сборник повестей Бог-скорпион, где глубокие философские размышления облечены в форму изящных притч."
7026355,306,The Bedside 'Guardian' 30,000216356X,9780002163569,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459585327l/7026355._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459585327l/7026355._SY75_.jpg,,,,eng,,false,7273743,1,7,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,1981,,,4.50,2,0,"['6885130', '1858390', '306', '3131330']","['W.L. Webb', 'Bryan McAllister', 'William Golding', 'Gibbard McAllister']","['4.60', '4.00', '3.68', '4.50']",[],[],[],
32053190,306,Повелитель мух. Шпиль. Зримая тьма,,9785170529117,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473931301l/32053190._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473931301l/32053190._SY75_.jpg,2011,,,rus,"АСТ, Астрель",false,52693912,1,5,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['306'],['William Golding'],['3.68'],[],[],[],
26525127,306,Uomini nudi,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442249053l/26525127._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442249053l/26525127._SX50_.jpg,1958,,,ita,Alda Martello Editore,false,46516198,1,17,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1958,1,1,3.50,2,0,['306'],['William Golding'],['3.68'],[],[],[],"Come ogni anno, con la fine dell'inverno la ""gente"" compie il viaggio per raggiungere il proprio rifugio estivo, nella grotta sopra la cascata. Il vecchio Mal mostra i suoi anni ma riesce ancora a fornire consigli utili per guidare il gruppo, Ha è quello con più immagini, Lok invece ne ha poche, ma è il più vigoroso, assieme alla giovane Liku, sempre pronta agli scherzi. Fa, Nil con il suo piccolo, e la vecchia madre, custode del fuoco e dei segreti di Oa, progenitrice di tutti, completano il piccolo gruppo della ""gente"". Ma qualcosa di straordinario sconvolge le loro abitudini: nell'isola vicino alla cascata ci sono altri come loro. Si rivelano presto una presenza infausta: prima sparisce Ha, poi Nil e la vecchia vengono uccise, e Liku viene rapita con il piccolo. Tocca a Lok e Fa tentare di scoprire cosa sta succedendo, studiando le strane ed incomprensibili abitudini di questa gente nuova. Il tentativo di salvare Liku ed il piccolo finirà disastrosamente, segnando in modo tragico l'impossibilità di qualsiasi contatto pacifico fra le due comunità."
40934820,306,На край света,5170987447,9785170987443,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,АСТ,false,63822016,1,1,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,1,"['306', '7038224']","['William Golding', 'Уильям Голдинг']","['3.68', '3.95']",[],[],[],"Одно из самых совершенных произведений английской литературы.<br />«Морская» трилогия Голдинга.<br />Три романа, посвященных теме трагического столкновения между мечтой и реальностью, между воображаемым – и существующим.<br />Юный интеллектуал Эдмунд Тэлбот плывет из Англии в Австралию, где ему, как и сотням подобных ему обедневших дворян, обеспечена выгодная синекура. На грязном суденышке, среди бесконечной пестроты человеческих лиц, характеров и судеб, ему, оторванному от жизни, предстоит увидеть жизнь во всем ее многообразии – жизнь захватывающую и пугающую, грубую и колоритную.<br />Фантазер Эдмунд – не участник, а лишь сторонний зритель историй, разыгрывающихся у него на глазах. Но тем острее и непосредственнее его реакция на происходящее…"
21945914,306,GradeSaver(TM) Lesson Plans: Lord of the Flies,1602592314,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,41250405,1,5,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2010,10,1,5.00,1,0,"['7630121', '306', '274662']","['D. Dona Le', 'William Golding', 'Elizabeth Weinbloom']","['5.00', '3.68', '4.25']",[],[],[],
8499825,306,"The Art of the Literary Critic: Middle 20th Century (Library of Literary Criticism) (The Art of the Literary Critic, Vol 9)",0877545022,9780877545026,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,13365667,1,14,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['306', '236']","['William Golding', 'Harold Bloom']","['3.68', '4.10']",[],[],[],"s/t: Literary Theory &amp; Criticism from the Greeks to the Present<br />Volume nine of an 11-volume series of literary criticism selected from works ranging from Classical Greece to the present day. As well as what are considered to be the most important critical texts of each era, the books contain brief biographies of the authors."
32516324,306,Novelas,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476093841l/32516324._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476093841l/32516324._SX50_.jpg,1969,,,spa,Aguilar,false,53112187,1,11,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['306', '15948461']","['William Golding', 'Enrique López Martín']","['3.68', '5.00']","['4732451', '15948460']","['Juan Martin Ruiz-Werner', 'María Luisa Giner de los Ríos']","['4.33', '5.00']","Incluye las novelas: <i>El señor de las moscas</i>, <i>Los herederos</i>, <i>Martín el atormentado</i> y <i>Caída libre</i>."
30833802,306,Friendship,1870805275,9781870805278,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,,,eng,Ryan Publishing,false,51430279,1,20,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['467295', '11337', '47181', '27500', '4273', '306', '1433597', '2533', '4187', '147895', '7184', '16002', '9399', '14623']","['Augustine Martin', 'Martin Amis', 'Mary Beckett', 'Angela Carter', 'Roald Dahl', 'William Golding', 'Samuel Beckett', 'Graham Greene', 'Primo Levi', 'Bernard MacLaverty', ""Edna O'Brien"", 'William Trevor', 'Jeanette Winterson', 'Ralph Steadman']","['4.21', '3.60', '3.93', '3.93', '4.13', '3.68', '3.88', '3.89', '4.33', '3.64', '3.52', '3.81', '3.84', '4.08']",[],[],[],"Four years after the kidnapping of journalist John McCarthy this book blends some of the most articulate voices in modern literature raised to draw attention to the plight of hostages held in Beirut or any unjustifiable imprisonment regardless of race, nationality, culture or political belief.<br /><br />A vital, imaginative collection of stories by writers of diverse vision, this book significantly contributes to a campaign for human rights and freedom."
10492075,306,Discursos Premios Nobel: Tomo III (Spanish Edition),1456425838,9781456425838,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425835425l/10492075._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425835425l/10492075._SX50_.jpg,,,,,,false,15397677,1,8,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2010,11,3,4.00,1,0,"['7333', '978', '18540', '17854', '140617', '16853363', '585', '55397', '304182', '306', '26496']","['Eugenio Montale', 'Wole Soyinka', 'T.S. Eliot', 'Bertrand Russell', 'Gabriela Mistral', 'George Seferis', 'John Steinbeck', 'Nadine Gordimer', 'Jaroslav Seifert', 'William Golding', 'Imre Kertész']","['4.07', '3.81', '4.16', '4.02', '4.00', '4.27', '3.93', '3.57', '3.87', '3.68', '3.94']",[],[],[],
4318347,306,A Hermit Disclosed (Strange but True),0947761047,9780947761042,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313026286l/4318347._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313026286l/4318347._SY75_.jpg,,,,,,false,4366146,3,10,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1960,,,4.00,1,0,"['72742', '306']","['Raleigh Trevelyan', 'William Golding']","['3.63', '3.68']",[],[],[],
2589948,306,"The Art of the Literary Critic: Contemporary (Library of Literary Criticism) (The Art of the Literary Critic, Vol 10)",0877545030,9780877545033,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,6,30,,,false,2609303,1,14,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1988,6,30,4.00,1,0,"['306', '236']","['William Golding', 'Harold Bloom']","['3.68', '4.10']",[],[],[],
49824399,306,"На край света (сборник) (To the Ends of the Earth, #1-3)",9785271425,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71924349,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1980,,,4.00,1,0,['306'],['William Golding'],['3.68'],"['13398648', '13398649']","['Е. Корягина', 'А. Панасюк']","['3.70', '3.84']","""Морская"" трилогия Голдинга. Три романа, посвященных теме трагического столкновения между мечтой и реальностью, между воображаемым - и существующим. Юный интеллектуал Эдмунд Тэлбот плывет из Англии в Австралию, где ему, как и сотням подобных ему обедневших дворян, обеспечена выгодная синекура. На грязном суденышке, среди бесконечной пестроты человеческих лиц, характеров и судеб, ему, оторванному от жизни, предстоит увидеть жизнь во всем ее многообразии - жизнь захватывающую и пугающую, грубую и колоритную. Фантазер Эдмунд - не участник, а лишь сторонний зритель историй, разыгрывающихся у него на глазах. Но тем острее и непосредственнее его реакция на происходящее..."
52692810,306,Наследниците. Кулата. Богът-скорпион. Пук-пук. Извънреден пратеник,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73107074,1,7,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['306', '6537182']","['William Golding', 'Уилям Голдинг']","['3.68', '3.75']",['19505235'],['Албена Иванова'],['4.00'],
23562273,306,الانسة بالكنهورن,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,43161552,1,3,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,,,,1.00,1,0,['306'],['William Golding'],['3.68'],[],[],[],
51053803,306,Lord of the Flies,B008H0JXLM,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1959,,,eng,,false,75875769,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['306'],['William Golding'],['3.68'],[],[],[],"Vintage Capricorn Books, NY hardback. 44th impression. Last 5 pages ""notes"" by E. L. Epstein"
53265738,306,L'inviato dell'imperatore,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587899884l/53265738._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587899884l/53265738._SY75_.jpg,1983,,,ita,De Carlo editore,false,81018618,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1957,,,0.00,0,0,['306'],['William Golding'],['3.68'],['5185571'],['Gian Luigi Gonano'],['4.07'],
7124412,306,"The Art of the Literary Critic: Early 20th Century (Library of Literary Criticism) (The Art of the Literary Critic, Vol 8)",0877545014,9780877545019,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,12,30,eng,,false,7386054,1,10,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1989,,,0.00,0,0,"['306', '236']","['William Golding', 'Harold Bloom']","['3.68', '4.10']",[],[],[],"s/t: Literary Theory &amp; Criticism from the Greeks to the Present<br />Volume eight of an 11-volume series of literary criticism selected from works ranging from Classical Greece to the present day. As well as what are considered to be the most important critical texts of each era, the books contain brief biographies of the authors."
