id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
44362292,5442509,"La melod�a del jazz-band: Comedia en un pr�logo y tres actos, original",0274682990,9780274682997,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,8,2,,Wentworth Press,false,68918491,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['5442509', '4526457']","['Jacinto Benavente', 'Antonio Merlo']","['3.29', '0.0']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
41905462,5442509,La Copa Encantada: Zarzuela En Un Acto Con El Asunto de Un Cuento de Ariosto (Classic Reprint),1390564681,9781390564686,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,6,,Forgotten Books,false,65409500,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from La Copa Encantada: Zarzuela en un Acto Con el Asunto de un Cuento de Ariosto<br /><br />De un m�gico hechicero fu� d�n fatal, . '_y de malignas a�tes _d�n infernal. Encantada, c�pa maldita, por ella perdiste salud y alegria!<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
31458792,5442509,La Honra de Los Hombres: Comedia en Dos Actos,1333203713,9781333203719,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,2,3,spa,Forgotten Books,false,52163036,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1919,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],Excerpt from La Honra de los Hombres: Comedia en Dos Actos <br /><i>Paula. duerme el nino? Si; no se ha despertado desde que tomo la sopi ta. ya te has vestido? Si; el barco llega entre Once y doce; a esa hora le esperan en el puerto. </i><br /><br />Estrenada en el Teatro de Lara en el noche del 2 de mayo de 1919.
26520022,5442509,"La Inmaculada de los Dolores: Novela Escénica en Cinco Cuadros, Considerados Tres Actos",133247487X,9781332474875,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,1,1,spa,Forgotten Books,false,46511581,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1918,4,30,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from La Inmaculada de los Dolores: Novela Esc�nica en Cinco Cuadros, Considerados Tres Actos<br /><br />Aqu� tiene el ch�c�late ese se�rit�. �lo entr� en su cuarto? N�, d�jal� ah�. Ah�ra saldr�. Se est� lavand�. Si tarda se le va a enfriar. N� tardar�. Es que n� debe de estar muy caliente; c�m� es del que se hiz� esta ma�ana tempran� y se n�s ha apa gado la lumbre. Pues'si que va a estar buen�. Para el primer dia se luce d��a Ant�nia y me vais a dejar cuand� p�r mi ha venid� mi amig� a esta Ya me deja r�is mal, d��a Ant�nia y v�s�tras.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
35538533,5442509,"Teatro, Vol. 25: Mefist�fela; La Inmaculada de Los Dolores (Classic Reprint)",0282152601,9780282152604,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498825777l/35538533._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498825777l/35538533._SX50_.jpg,2019,1,1,,Forgotten Books,false,56961758,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro, Vol. 25: Mefist�fela; La Inmaculada de los Dolores<br /><br />Pues �qu� dir�n cuando vengan a cualquiera de estos sitios en donde no se acaba nunca y cada uno por su estilo son tan aburridos? Al Paraiso, seg�n dicen, ya no hay quien quiera ir; al Infierno cada d�a vienen menos.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
24789617,5442509,Antología de Cuentos Españoles: Tomo Segundo (Grandes Antologías nº 6),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,true,44423390,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2014,6,23,0.00,0,0,"['5442509', '35509', '4037220']","['Jacinto Benavente', 'Vicente Blasco Ibáñez', 'Miguel de Cervantes Saavedra']","['3.29', '3.84', '3.87']",[],[],[],"En la colección de Grandes Antologías descubriremos los cuentos imprescindibles de una gran variedad de autores destacados en la historia de la literatura universal. <br /> <br />El presente es el tercero de los cuatro que conforman la antología de cuentos españoles de la colección. <br /> <br />Algunos autores: Jacinto Benavente, Vicente Blasco Ibañez, Miguel de Cervantes"
39119156,5442509,"Teatro, Vol. 24: El Mal Que Nos Hacen; Los Cachorros; Caridad (Classic Reprint)",0259976970,9780259976974,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547745742l/39119156._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547745742l/39119156._SX50_.jpg,2019,1,8,,Forgotten Books,false,60721375,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro, Vol. 24: El Mal Que Nos Hacen; Los Cachorros; Caridad<br /><br />El que es celoso, no es nunca celoso por lo que vez con lo que se imagine, basta. Hay quien es celoso hasta de 10 que una piensa, y es muy des agradable.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
30766823,5442509,Teatro de Jacinto Benacente: Con Una Introducci�n Por Gregorio Mart�nez Sierra (Classic Reprint),1332557244,9781332557240,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,12,30,,Forgotten Books,false,51323361,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro de Jacinto Benacente: Con una Introducci�n por Gregorio Mart�nez Sierra<br /><br />Ni tampoco que el conocimiento adquirido como en juego, sea, en su elaboraci�n mental, f�sil curioso, sino semilla viva. Todo conocimiento se convierte en su fragua en creaci�n: todo el mundo es su huerto y toda la literatura del mundo su jard�n. Por eso, si quisiera decir tomo mi poes�a donde la encuentro declarar�a su venero inagotable, y por eso en su obra multiforme hay siempre inquietud, misterio y cristalina palabrer�a: el eco de todas las canciones que han encantado su o�do interior, aroma de todas las flores, tan extra�as � tan sencillas, que ha ido cortando � admirando en su 'contemplaci�n in Por eso hay tambi�n literatura, mucha literatura, en su arte; y esta es una gran excelencia en tierra donde, hoy por hoy, tan olvidado anda el arte de escribir.<br /><br />En resumen: su obra se le parece como si fuera �l mismo reflejado en un espejo.... mejor, en el cristal movible de un arroyo: as� la infiel fidelidad se ameniza y realza con toda la fresca variedad agreste, y en la imagen multiplicada y rota est� la diamantina policromia del sol, m�s la limpia fragancia del aire libre sobre el agua clara.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41905468,5442509,La Otra Honra: Comedia En Tres Actos (Classic Reprint),1390566463,9781390566468,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,6,,Forgotten Books,false,65409506,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from La Otra Honra: Comedia en Tres Actos<br /><br />Carmen. Si; si eso mismo es lo que yo pienso de mi her mana; no crea usted que la disculpo de ninguna manera. S�lo me resisto a creer lo que usted_g.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
43126146,5442509,"Teatro, Vol. 30: La Virtud Sospechosa; Nadie Sabe Lo Que Quiere O El Bailarin Y El Trabajador; Si Creer�s T� Que Es Por Mi Gusto! (Classic Reprint)",0365135143,9780365135142,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544366208l/43126146._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544366208l/43126146._SX50_.jpg,2018,11,30,,Forgotten Books,false,66925314,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro, Vol. 30: La Virtud Sospechosa; Nadie Sabe Lo Que Quiere o el Bailarin y el Trabajador; Si Creer�s T� Que Es por MI Gusto!<br /><br />Abstente de juicios temerarios. No volvamos a las andadas. Acabas de hacer las paces con tu padre, con la nueva Su segunda esposa y la hija de �sta, que no tiene culpa de nada digo las paces, como se hacen ahora las paces.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
32546948,5442509,"La Malherida: Parodia En Un Acto y Tres Cuadros del Drama En Tres Actos, de Exito Inmenso, La Malquerida, Original del Eminente Jacinto Benavente",1373729015,9781373729019,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481089424l/32546948._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481089424l/32546948._SY75_.jpg,2016,8,29,spa,Wentworth Press,false,53127907,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['5442509', '5239288']","['Jacinto Benavente', 'Víctor Gabirondo']","['3.29', '0.0']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
41780439,5442509,Noches de Verano (Classic Reprint),1391715438,9781391715438,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536706069l/41780439._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536706069l/41780439._SX50_.jpg,2018,8,30,,Forgotten Books,false,65194979,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Noches de Verano<br /><br />LA marquesa (ofreciendo una taza de te' a Rafael Am�rez), -- �y se ha marchado mucha gente conocida esta tarde?<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
33937934,5442509,"Teatro, Vol. 22: La Propia Estimaci�n; Campo de Armi�o (Classic Reprint)",133498669X,9781334986697,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545954947l/33937934._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545954947l/33937934._SX50_.jpg,2018,12,17,,Forgotten Books,false,54908131,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro, Vol. 22: La Propia Estimacion; Campo de Armino<br /><br />Por creer que me consultabas en serio. Aun que, bien mirado, mas inocente eres tu por creer que conmigo necesitas disimular.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
38981179,5442509,La Vestal de Occidente: Drama En Cuatro Actos; Estrenado En El Teatro de la Princesa En La Noche del 29 de Marzo de 1919 (Classic Reprint),0666470456,9780666470454,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520422599l/38981179._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520422599l/38981179._SX50_.jpg,2019,2,16,,Forgotten Books,false,60549605,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from La Vestal de Occidente: Drama en Cuatro Actos; Estrenado en el Teatro de la Princesa en la Noche del 29 de Marzo de 1919<br /><br />M. Russell Emperatriz de los mares llaman a nuestra Rei na; tambi�n quiere ser emperatriz de los cora zones..<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41636212,5442509,La Far�ndula: Comedia en dos Actos,1385976144,9781385976142,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,7,23,,Wentworth Press,false,64976358,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
11384955,5442509,La melod,,2940031762639,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,true,16316646,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],
37074021,5442509,"Teatro, Vol. 16: La Historia de Otelo; La Sonrisa de Gioconda; El Ultimo Minu�; Todos Somos Unos; Los Intereses Creados (Classic Reprint)",026643648X,9780266436485,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545851170l/37074021._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545851170l/37074021._SX50_.jpg,2018,12,17,,Forgotten Books,false,58894315,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro, Vol. 16: La Historia de Otelo; La Sonrisa de Gioconda; El Ultimo Minu�; Todos Somos Unos; Los Intereses Creados<br /><br />No; usted es el que debe Estaba dis Me �no encontr� usted a ning�n criado? �no llam� usted al entrar?<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41409954,5442509,"El audaz: Adaptaci�n esc�nica en cinco actos, divididos en quince cuadros, de la novela de Benito P�rez Gald�s",0274339005,9780274339006,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,7,30,,Wentworth Press,false,64629229,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['5442509', '25574']","['Jacinto Benavente', 'Benito Pérez Galdós']","['3.29', '3.74']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
38987403,5442509,Teatro de Jacinto Benacente: Con Una Introducci�n Por Gregorio Mart�nez Sierra (Classic Reprint),0666545308,9780666545305,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520427722l/38987403._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520427722l/38987403._SX50_.jpg,2018,12,30,,Forgotten Books,false,60551405,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro de Jacinto Benacente: Con una Introducci�n por Gregorio Mart�nez Sierra<br /><br />Ni tampoco que el conocimiento adquirido como en juego, sea, en su elaboraci�n mental, f�sil curioso, sino semilla viva. Todo conocimiento se convierte en su fragua en creaci�n: todo el mundo es su huerto y toda la literatura del mundo su jard�n. Por eso, si quisiera decir tomo mi poes�a donde la encuentro declarar�a su venero inagotable, y por eso en su obra multiforme hay siempre inquietud, misterio y cristalina palabrer�a: el eco de todas las canciones que han encantado su o�do interior, aroma de todas las flores, tan extra�as � tan sencillas, que ha ido cortando � admirando en su 'contemplaci�n in Por eso hay tambi�n literatura, mucha literatura, en su arte; y esta es una gran excelencia en tierra donde, hoy por hoy, tan olvidado anda el arte de escribir.<br /><br />En resumen: su obra se le parece como si fuera �l mismo reflejado en un espejo.... mejor, en el cristal movible de un arroyo: as� la infiel fidelidad se ameniza y realza con toda la fresca variedad agreste, y en la imagen multiplicada y rota est� la diamantina policromia del sol, m�s la limpia fragancia del aire libre sobre el agua clara.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
36892895,5442509,"Teatro, Vol. 27: La Vestal de Occidente; Una Se�ora; Una Pobre Mujer (Classic Reprint)",1528193229,9781528193221,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516335136l/36892895._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516335136l/36892895._SX50_.jpg,2018,4,28,,Forgotten Books,false,58653425,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from Teatro, Vol. 27: La Vestal de Occidente; Una Senora; Una Pobre Mujer<br /><br />No lo dudeis; la camarilla de Lord Burleigh quiere a toda costa desgraciar al de Essex con la Reina.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
46190711,5442509,Buena boda: Comedia en tres actos,1361511575,9781361511572,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,8,25,,Wentworth Press,false,71154418,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['5442509', '15825759']","['Jacinto Benavente', 'Emile 1820-1889 Beau Mariage Augier']","['3.29', '0.0']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
26447810,5442509,El Primo Roman: Comedia en Tres Actos,133246016X,9781332460168,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552680573l/26447810._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552680573l/26447810._SX50_.jpg,2018,12,1,spa,Forgotten Books,false,46452722,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,8,8,0.00,0,0,['5442509'],['Jacinto Benavente'],['3.29'],[],[],[],"Excerpt from El Primo Roman: Comedia en Tres Actos <br />Pero aunque ella quiera, tu crees que dona Salome iba a consentir?. Al fin y al cabo, Cristeta pasa por sobrina suya."
